fips,county,num-1990-all,num-2015-all,num-1990-1025,num-2015-1025,num-1990-1021,num-2015-1021,num-1990-1024,num-2015-1024,num-1990-1026,num-2015-1026,num-1990-1013,num-2015-1013,num-1990-1023,num-2015-1023,num-1990-1028,num-2015-1028,num-1990-1012,num-2015-1012,num-1990-1027,num-2015-1027,num-1990-1022,num-2015-1022,num-1990-1011,num-2015-1011,pct-1990-1025,pct-2015-1025,pct-diff-1025,pct-1990-1021,pct-2015-1021,pct-diff-1021,pct-1990-1024,pct-2015-1024,pct-diff-1024,pct-1990-1026,pct-2015-1026,pct-diff-1026,pct-1990-1013,pct-2015-1013,pct-diff-1013,pct-1990-1023,pct-2015-1023,pct-diff-1023,pct-1990-1028,pct-2015-1028,pct-diff-1028,pct-1990-1012,pct-2015-1012,pct-diff-1012,pct-1990-1027,pct-2015-1027,pct-diff-1027,pct-1990-1022,pct-2015-1022,pct-diff-1022,pct-1990-1011,pct-2015-1011,pct-diff-1011
35000,New Mexico,560652,806762,114229,213068,122940,145016,59614,102850,65102,106409,38000,27788,27352,32241,41917,60088,33550,47278,17701,20889,11478,13781,24436,36924,20.37431419,26.41026722,6.035953025,21.92804092,17.97506576,-3.952975167,10.63297732,12.74849336,2.115516041,11.61183765,13.18963957,1.577801925,6.777822963,3.444386325,-3.333436639,4.878605623,3.996345886,-0.882259737,7.47647382,7.448045396,-0.028428423,5.984104222,5.86021652,-0.123887702,3.157216955,2.589239454,-0.567977501,2.047259262,1.708186553,-0.339072709,4.358496893,4.576814476,0.218317583
36000,New York,8088866,9014385,1687683,2433474,1697908,1673346,874874,1274734,579408,917445,970691,452553,806207,715797,540284,483017,320168,359692,271858,357845,294585,272184,22369,30304,20.86427195,26.99545227,6.131180318,20.99068028,18.56306337,-2.427616905,10.81578061,14.14110891,3.3253283,7.163031258,10.17756619,3.014534932,12.00033478,5.020342486,-6.979992295,9.966872983,7.940608261,-2.026264722,6.679354065,5.35829122,-1.321062845,3.958132079,3.990200108,0.032068029,3.360891378,3.969710635,0.608819256,3.641857833,3.019440594,-0.622417239,0.276540618,0.336173793,0.059633176
37000,North Carolina,3079107,4161654,494759,960533,650780,823742,237411,594607,236590,464061,820256,461030,135521,213563,171233,239148,166746,189375,77170,106277,58589,77055,25827,32017,16.06826265,23.08055884,7.012296187,21.13534866,19.79362052,-1.341728141,7.710384862,14.28775674,6.577371881,7.683721287,11.15087895,3.467157667,26.63941201,11.07804733,-15.56136468,4.401308561,5.131685623,0.730377062,5.561125352,5.746465228,0.185339875,5.415401284,4.550474403,-0.864926881,2.506246129,2.553720228,0.047474098,1.902791946,1.851547486,-0.05124446,0.838782153,0.769333539,-0.069448614
38000,North Dakota,245693,437072,62280,95394,65052,103969,12586,37086,26312,45622,16278,25420,13031,24169,16024,22210,10220,34046,10035,12919,6189,6791,5412,27637,25.34870753,21.82569462,-3.523012911,26.47694481,23.78761394,-2.689330865,5.122653067,8.485100853,3.362447786,10.70929982,10.43809716,-0.271202662,6.625341381,5.8159754,-0.809365981,5.303773408,5.529752535,0.225979127,6.521960333,5.081542629,-1.440417703,4.159662668,7.789563276,3.629900607,4.084365448,2.955805908,-1.12855954,2.518997285,1.553748581,-0.965248704,2.202748959,6.323214482,4.120465523
39000,Ohio,4769108,5257971,883533,1281513,1036138,1048348,380680,724766,419736,551874,1081643,685983,260023,277410,210096,211040,203225,200338,148050,154554,114122,84511,30951,29718,18.52616883,24.37276661,5.84659777,21.72603346,19.93826136,-1.787772108,7.982205477,13.78413841,5.801932929,8.801142687,10.49594986,1.694807176,22.68019512,13.04653449,-9.633660632,5.452235512,5.27598954,-0.176245972,4.405352112,4.013715557,-0.391636555,4.261279048,3.810176968,-0.451102081,3.104354106,2.939422831,-0.164931275,2.392942244,1.607293003,-0.785649241,0.648989287,0.565199009,-0.083790278
40000,Oklahoma,1169660,1594011,244658,361517,263384,321063,97179,190422,98678,185806,159962,138334,67970,78059,89870,113139,41375,81863,33064,35928,24207,22832,43269,64439,20.91701862,22.67970547,1.762686852,22.51799668,20.14183089,-2.376165792,8.308311817,11.94609071,3.637778894,8.436468717,11.65650676,3.220038044,13.67594002,8.678359183,-4.997580834,5.811090402,4.897017649,-0.914072753,7.683429373,7.097755285,-0.585674087,3.537352735,5.135660921,1.598308186,2.826804371,2.253936767,-0.572867603,2.069575774,1.432361508,-0.637214266,3.699280133,4.042569342,0.34328921
41000,Oregon,1235891,1787398,220087,400556,274663,349356,108900,233934,116533,201560,205107,185456,64628,83982,66751,79888,58417,88909,43539,72905,22230,35086,51532,54481,17.80796203,22.41000605,4.602044024,22.22388544,19.54550693,-2.678378507,8.811456674,13.08796362,4.276506947,9.429067774,11.2767274,1.847659625,16.59588103,10.37575291,-6.220128118,5.229263746,4.69856182,-0.530701926,5.401042649,4.469513785,-0.931528864,4.726711336,4.974213913,0.247502577,3.522883491,4.078834149,0.555950658,1.798702313,1.962965159,0.164262847,4.169623373,3.048062043,-1.12156133
42000,Pennsylvania,5045453,5691613,1000559,1471979,1113578,1174857,461450,788159,390023,548871,961645,568095,317091,317470,241928,235158,232922,243436,163354,195430,111026,88295,45892,57348,19.83090517,25.86224678,6.03134161,22.07092208,20.64189888,-1.429023198,9.145858657,13.84772647,4.701867813,7.730187953,9.643505277,1.913317324,19.05963647,9.981265416,-9.078371052,6.284688412,5.5778564,-0.706832011,4.794970838,4.131658284,-0.663312554,4.616473486,4.277100358,-0.339373128,3.237647839,3.433648774,0.196000936,2.200515989,1.551317702,-0.649198287,0.90957145,1.007587831,0.098016382
44000,Rhode Island,446153,469981,92136,128179,81747,79909,40406,63701,36729,57169,95377,41190,26522,30666,25368,23291,19831,17950,14392,17769,10100,8811,959,953,20.65121158,27.27323019,6.622018615,18.3226382,17.00260223,-1.320035965,9.056534418,13.55395218,4.497417763,8.232377682,12.16410876,3.93173108,21.37764399,8.764184084,-12.61345991,5.944597481,6.524944625,0.580347144,5.685941818,4.955732253,-0.730209565,4.44488774,3.819303334,-0.625584407,3.225799221,3.780791138,0.554991917,2.263797397,1.874756639,-0.389040758,0.214948684,0.202774155,-0.012174529
45000,South Carolina,1508667,1949881,221160,422536,321172,397908,132105,264230,135634,241750,349076,235856,74512,95855,91413,112682,95750,86933,39914,50726,23192,29077,13988,12021,14.65929857,21.66983524,7.010536663,21.28846193,20.4067838,-0.881678135,8.756405489,13.55108337,4.794677885,8.990320594,12.39819251,3.407871911,23.13804173,12.09591765,-11.04212408,4.938929532,4.915941024,-0.022988508,6.05919,5.778916765,-0.280273236,6.346662318,4.458374639,-1.888287679,2.645646786,2.601492091,-0.044154695,1.537251096,1.491219208,-0.046031889,0.92717611,0.616499161,-0.310676949
46000,South Dakota,274120,416020,64325,101769,66204,88998,11704,31598,30555,48557,32987,42593,17459,29906,16419,26541,12231,22236,9226,10732,6099,6040,3837,6215,23.46600029,24.46252584,0.996525548,24.15146651,21.3927215,-2.758745007,4.269662921,7.595307918,3.325644997,11.14657814,11.67179463,0.525216484,12.03378083,10.2382097,-1.795571124,6.36910842,7.188596702,0.819488282,5.989712535,6.379741359,0.390028824,4.46191449,5.34493534,0.88302085,3.365679265,2.579683669,-0.785995596,2.224937983,1.451853276,-0.773084707,1.399751933,1.493918562,0.094166628
47000,Tennessee,2145564,2820198,358149,622013,509302,631152,169013,395020,175353,310711,496043,332382,110357,142680,110723,138443,97145,117380,56014,74262,42604,44027,11144,11296,16.69253399,22.05564999,5.363116002,23.73744153,22.37970525,-1.357736276,7.877322699,14.00681796,6.129495262,8.172816099,11.01734701,2.84453091,23.11946882,11.78576823,-11.33370059,5.143496069,5.059219246,-0.084276823,5.160554521,4.908981568,-0.251572953,4.527713925,4.162119114,-0.365594811,2.610688845,2.63321937,0.022530525,1.985678358,1.561131523,-0.424546834,0.519397231,0.400539253,-0.118857978
48000,Texas,6983065,11655919,1335217,2698164,1656383,2470811,629933,1609161,611051,1265922,973350,881224,450639,710985,321978,440560,384407,714238,213582,322537,182022,207940,222815,329887,19.12078722,23.14844501,4.02765779,23.71999974,21.19790812,-2.522091624,9.020866912,13.80552662,4.784659705,8.750469887,10.86076525,2.11029536,13.93872175,7.560313348,-6.378408402,6.453312407,6.099776431,-0.353535975,4.610840655,3.779710549,-0.831130106,5.504846368,6.127684998,0.622838631,3.058570986,2.767152037,-0.291418949,2.606620445,1.783986316,-0.822634129,3.190790863,2.830210128,-0.360580736
49000,Utah,702558,1340591,128565,283025,159261,275448,70036,193154,64437,140422,103566,122873,34925,79195,64983,75453,28462,84679,19155,34122,17772,34539,10096,15812,18.29955676,21.11195734,2.812400576,22.6687334,20.54675885,-2.121974545,9.968714327,14.40812298,4.439408658,9.171769448,10.47463395,1.302864501,14.74127403,9.165584433,-5.575689598,4.971119822,5.907469168,0.936349346,9.249485452,5.628338546,-3.621146906,4.051195773,6.31654248,2.265346707,2.726465288,2.545295321,-0.181169967,2.529613213,2.576401005,0.046787792,1.43703438,1.179479797,-0.257554583
50000,Vermont,250839,307058,51690,90688,54366,58104,16094,28395,28393,36377,41119,30897,12697,11740,14120,10632,15173,15746,7502,8952,5943,4763,2451,3831,20.60684343,29.53448534,8.927641908,21.67366319,18.92280937,-2.750853815,6.416067677,9.247438595,2.831370918,11.31921272,11.84694748,0.52773476,16.39258648,10.06226837,-6.330318114,5.061812557,3.823381902,-1.238430655,5.629108711,3.462538022,-2.166570689,6.048899892,5.128021416,-0.920878476,2.990762999,2.915410118,-0.075352881,2.369248801,1.551172743,-0.818076058,0.977120783,1.247647024,0.270526242
51000,Virginia,2829324,3735713,460481,826910,602287,686116,360201,710014,247608,402085,401183,243015,142211,186046,203975,246714,194198,194028,105282,136743,79695,74296,26137,19684,16.2753011,22.13526574,5.859964648,21.28731103,18.3664002,-2.92091083,12.73099157,19.00611744,6.275125867,8.751489755,10.7632733,2.011783548,14.17946478,6.505183883,-7.674280894,5.026324309,4.980200567,-0.046123742,7.209319258,6.604201126,-0.605118132,6.863759683,5.193867944,-1.669891738,3.721100871,3.660425734,-0.060675137,2.816750574,1.988803744,-0.82794683,0.92378957,0.526914139,-0.39687543
53000,Washington,2132868,3122749,373663,703623,458177,621639,197876,387021,197228,327960,349716,301228,113703,142465,125448,158699,112859,163800,65450,92567,53410,118399,82948,104944,17.51927452,22.53216637,5.012891853,21.48173258,19.90678726,-1.574945321,9.277461146,12.39359936,3.116138211,9.247079519,10.50228501,1.255205487,16.39651399,9.646244383,-6.750269607,5.330990947,4.56216622,-0.768824728,5.881657937,5.082028687,-0.79962925,5.291419816,5.245378351,-0.046041465,3.068638097,2.96427923,-0.104358867,2.504139966,3.791499093,1.287359127,3.889035796,3.360628728,-0.528407068
54000,West Virginia,602113,696195,136178,193019,139257,142929,33764,68845,48269,75071,82040,47652,26069,25137,34233,48822,32189,36178,21626,20673,13066,10771,34965,26900,22.61668491,27.72484721,5.108162297,23.12805071,20.53002392,-2.598026799,5.607585287,9.888752433,4.281167146,8.016601535,10.78304211,2.766440573,13.62534939,6.844634046,-6.780715348,4.329585975,3.610626333,-0.718959642,5.685477643,7.01269041,1.327212767,5.346006481,5.196532581,-0.1494739,3.591684617,2.969426669,-0.622257948,2.170024563,1.54712401,-0.622900554,5.807049507,3.863859982,-1.943189526
55000,Wisconsin,2214357,2794170,385994,619435,472205,543410,158741,313577,201627,280609,522496,465512,121159,147570,120978,136884,89965,111444,74572,83881,48449,50771,15170,30221,17.43142592,22.16883726,4.73741134,21.32470058,19.4479935,-1.876707078,7.168717601,11.22254551,4.053827914,9.105442347,10.04266025,0.937217906,23.59583391,16.66011732,-6.935716599,5.471520627,5.281353676,-0.190166951,5.463346696,4.898914526,-0.564432171,4.062804688,3.988447374,-0.074357313,3.367659325,3.002000594,-0.365658731,2.187948917,1.817033323,-0.370915594,0.685074719,1.081573419,0.3964987
56000,Wyoming,190639,282667,33925,63690,40848,54890,9028,18763,24632,38073,9116,9759,8030,11231,17560,23838,12506,23256,5718,8065,4215,4371,17699,26459,17.79541437,22.53181305,4.736398683,21.42688537,19.41860918,-2.008276194,4.735652201,6.637845946,1.902193745,12.92075598,13.46920581,0.548449831,4.781812746,3.452472344,-1.329340402,4.212149665,3.973226447,-0.238923218,9.211126789,8.433244772,-0.777882017,6.560042803,8.227348789,1.667305985,2.999386275,2.853180598,-0.146205677,2.21098516,1.546342516,-0.664642644,9.284039467,9.360484245,0.076444777
72000,Puerto Rico,860862,897264,130458,190966,168804,187153,59523,112332,36644,80549,161686,73914,33370,42834,168806,137356,46037,24779,13470,8,7997,19843,19149,12263,15.1543453,21.28314521,6.12879991,19.60871777,20.85818667,1.249468892,6.914348641,12.51939229,5.605043645,4.25666367,8.977179515,4.720515845,18.78187212,8.237709303,-10.54416282,3.876347196,4.773845825,0.897498628,19.6089501,15.30831506,-4.300635043,5.347779319,2.76161754,-2.586161779,1.56471072,0.000891599,-1.563819121,0.928952608,2.21150074,1.282548132,2.224398336,1.366710355,-0.857687981
78000,Virgin Islands,43062,37892,5381,6254,8417,8884,4137,3316,6269,7439,2199,617,2004,2190,7766,5683,3294,1521,1403,1008,890,686,72,23,12.49593609,16.50480312,4.008867033,19.54623566,23.44558218,3.899346521,9.607078166,8.751187586,-0.855890581,14.55807905,19.63211232,5.07403327,5.106590497,1.628312045,-3.478278453,4.653755051,5.779584081,1.12582903,18.03446194,14.99788874,-3.036573202,7.649435697,4.014039903,-3.635395794,3.258092982,2.660192125,-0.597900857,2.066787423,1.81040853,-0.256378893,0.16720078,0.060698828,-0.106501952
